date,new_cases,new_cases_smoothed,total_cases,new_deaths,new_deaths_smoothed,total_deaths,hosp_patients,icu_patients,new_tests_smoothed,positive_rate,new_vaccinations_smoothed,people_fully_vaccinated_per_hundred,stringency_index
2021-09-05,138746,19820.86,1844835,2132,304.57,18219,12021,1304,142236,0.14,361719,48.15,69.51
2021-09-06,0,19820.86,1844835,0,304.57,18219,12015,1291,143081,0.14,354753,48.74,69.49
2021-09-07,0,19820.86,1844835,0,304.57,18219,11935,1278,149060,0.13,363956,49.35,69.47
2021-09-08,0,19820.86,1844835,0,304.57,18219,11823,1253,147849,0.13,352605,49.98,69.45
2021-09-09,0,19820.86,1844835,0,304.57,18219,11637,1271,145514,0.13,345255,50.59,66.64
2021-09-10,0,19820.86,1844835,0,304.57,18219,11492,1280,143330,0.14,339298,51.18,66.62
2021-09-11,0,19820.86,1844835,0,304.57,18219,11325,1233,142130,0.14,332180,51.74,66.6
2021-09-12,134863,19266.14,1979698,2492,356,20711,11492,1237,140581,0.14,322758,52.23,66.58
2021-09-13,0,19266.14,1979698,0,356,20711,11252,1194,136716,0.14,309658,52.74,66.56
2021-09-14,0,19266.14,1979698,0,356,20711,11009,1192,134365,0.14,297664,53.3,66.54
2021-09-15,0,19266.14,1979698,0,356,20711,10737,1238,132315,0.14,286551,53.89,66.52
2021-09-16,0,19266.14,1979698,0,356,20711,10537,1182,125520,0.15,267580,54.34,66.5
2021-09-17,0,19266.14,1979698,0,356,20711,10414,1160,121938,0.15,259812,54.88,66.48
2021-09-18,0,19266.14,1979698,0,356,20711,10140,1144,119105,0.15,255319,55.4,66.46
2021-09-19,118132,16876,2097830,2732,390.29,23443,10058,1144,120484,0.14,253604,55.91,66.45
2021-09-20,0,16876,2097830,0,390.29,23443,10130,1099,124803,0.13,262296,56.53,66.42
2021-09-21,0,16876,2097830,0,390.29,23443,9521,1076,127028,0.13,263402,56.97,66.41
2021-09-22,0,16876,2097830,0,390.29,23443,9121,1073,131873,0.12,273023,57.61,66.38
2021-09-23,0,16876,2097830,0,390.29,23443,8829,1073,138606,0.11,291221,58.22,66.36
2021-09-24,0,16876,2097830,0,390.29,23443,8731,1031,143566,0.1,295335,58.72,66.34
2021-09-25,0,16876,2097830,0,390.29,23443,8578,1029,144752,0.1,298645,59.19,66.32
2021-09-26,100405,14343.57,2198235,1994,284.86,25437,8423,1003,142680,0.1,305025,59.67,66.31
2021-09-27,0,14343.57,2198235,0,284.86,25437,8191,931,141569,0.1,308648,60.14,66.29
2021-09-28,0,14343.57,2198235,0,284.86,25437,7903,977,139931,0.09,318441,60.65,66.27
2021-09-29,0,14343.57,2198235,0,284.86,25437,7813,970,135551,0.09,320451,61.12,66.25
2021-09-30,0,14343.57,2198235,0,284.86,25437,7611,917,135017,0.09,319832,61.62,66.23
2021-10-01,0,14343.57,2198235,0,284.86,25437,7360,893,134495,0.09,313660,62.05,66.22
2021-10-02,0,14343.57,2198235,0,284.86,25437,7172,883,132935,0.09,305880,62.43,66.2
2021-10-03,79330,11332.86,2277565,1246,178,26683,7441,853,133315,0.08,296552,62.78,66.19
2021-10-04,0,11332.86,2277565,0,178,26683,7031,863,135980,0.08,282073,63.1,66.18
2021-10-05,0,11332.86,2277565,0,178,26683,6893,841,136777,0.08,266423,63.42,66.17
2021-10-06,0,11332.86,2277565,0,178,26683,6801,843,137432,0.07,247002,63.73,66.16
2021-10-07,0,11332.86,2277565,0,178,26683,6631,831,136826,0.07,227197,64.01,66.15
2021-10-08,0,11332.86,2277565,0,178,26683,6638,791,134674,0.07,217983,64.33,66.13
2021-10-09,0,11332.86,2277565,0,178,26683,6541,777,133790,0.07,207667,64.65,66.12
2021-10-10,62029,8861.29,2339594,646,92.29,27329,6492,759,133069,0.07,196083,64.96,66.11
2021-10-11,0,8861.29,2339594,0,92.29,27329,6464,756,130905,0.07,190319,65.38,65.24
2021-10-12,0,8861.29,2339594,0,92.29,27329,6294,738,129558,0.07,187833,65.85,65.2
2021-10-13,0,8861.29,2339594,0,92.29,27329,6336,722,127497,0.06,187580,66.33,65.16
2021-10-14,0,8861.29,2339594,0,92.29,27329,6266,702,127044,0.06,189231,66.84,65.11
2021-10-15,0,8861.29,2339594,0,92.29,27329,5970,703,129139,0.06,189411,67.25,65.07
2021-10-16,0,8861.29,2339594,0,92.29,27329,5576,694,130499,0.06,187454,67.6,65.04
2021-10-17,51093,7299,2390687,592,84.57,27921,5760,688,129964,0.06,188202,67.96,65.01
2021-10-18,0,7299,2390687,0,84.57,27921,5933,679,129185,0.06,191143,68.47,64.96
2021-10-19,0,7299,2390687,0,84.57,27921,5444,676,122591,0.06,180048,68.84,58.21
2021-10-20,0,7299,2390687,0,84.57,27921,5372,666,124280,0.05,187363,69.49,58.18
2021-10-21,0,7299,2390687,0,84.57,27921,5111,666,124908,0.05,191769,70.06,58.14
2021-10-22,0,7299,2390687,0,84.57,27921,5403,643,122912,0.05,189048,70.42,58.12
2021-10-23,0,7299,2390687,0,84.57,27921,5051,619,121551,0.05,186603,70.71,58.11
2021-10-24,41029,5861.29,2431716,479,68.43,28400,5129,603,121781,0.05,185112,71.04,58.09
2021-10-25,0,5861.29,2431716,0,68.43,28400,5101,602,122113,0.05,181681,71.48,58.07
2021-10-26,0,5861.29,2431716,0,68.43,28400,4947,584,126998,0.05,188798,71.9,58.04
2021-10-27,0,5861.29,2431716,0,68.43,28400,4952,562,125101,0.05,175554,72.28,58.02
2021-10-28,0,5861.29,2431716,0,68.43,28400,4848,564,122725,0.05,167929,72.63,58
2021-10-29,0,5861.29,2431716,0,68.43,28400,4802,567,120975,0.05,164941,72.88,57.99
2021-10-30,0,5861.29,2431716,0,68.43,28400,4735,570,120908,0.05,159107,73.03,57.98
2021-10-31,39926,5703.71,2471642,512,73.14,28912,4839,562,121455,0.05,149876,73.16,57.97
2021-11-01,0,5703.71,2471642,0,73.14,28912,4655,569,122611,0.05,138415,73.34,57.96
2021-11-02,0,5703.71,2471642,0,73.14,28912,4685,559,121712,0.05,129426,73.51,57.95
2021-11-03,0,5703.71,2471642,0,73.14,28912,4677,546,120086,0.05,121301,73.64,53.78
2021-11-04,0,5703.71,2471642,0,73.14,28912,4580,555,114047,0.05,99836,73.7,53.77
2021-11-05,0,5703.71,2471642,0,73.14,28912,4613,549,111262,0.05,91307,73.8,53.77
2021-11-06,0,5703.71,2471642,0,73.14,28912,4402,544,110543,0.05,86250,73.84,53.76
2021-11-07,34667,4952.43,2506309,379,54.14,29291,3929,554,112061,0.04,82487,73.88,53.76
2021-11-08,0,4952.43,2506309,0,54.14,29291,4421,534,112801,0.04,82500,74.02,53.75
2021-11-09,0,4952.43,2506309,0,54.14,29291,4394,542,118803,0.04,81474,74.11,53.75
2021-11-10,0,4952.43,2506309,0,54.14,29291,4467,544,123782,0.04,83830,74.23,53.74
2021-11-11,0,4952.43,2506309,0,54.14,29291,4480,538,131865,0.04,98870,74.36,53.74
2021-11-12,0,4952.43,2506309,0,54.14,29291,4532,542,136102,0.04,103557,74.47,53.73
2021-11-13,0,4952.43,2506309,0,54.14,29291,4600,527,137052,0.04,105655,74.52,53.73
2021-11-14,40000,5714.29,2546309,385,55,29676,4637,524,136432,0.04,106429,74.55,53.72
2021-11-15,0,5714.29,2546309,0,55,29676,4610,526,137301,0.04,105511,74.63,53.72
2021-11-16,0,5714.29,2546309,0,55,29676,4711,545,133606,0.04,106319,74.71,53.72
2021-11-17,0,5714.29,2546309,0,55,29676,4636,536,131224,0.04,104408,74.78,53.71
2021-11-18,0,5714.29,2546309,0,55,29676,4647,541,129634,0.04,101430,74.84,53.71
2021-11-19,0,5714.29,2546309,0,55,29676,4554,542,128338,0.05,99995,74.89,53.71
2021-11-20,0,5714.29,2546309,0,55,29676,4529,532,127479,0.05,98404,74.91,53.7
2021-11-21,40292,5756,2586601,326,46.57,30002,4449,541,126142,0.05,97329,74.93,53.7
2021-11-22,0,5756,2586601,0,46.57,30002,4445,549,124078,0.05,98253,74.97,53.7
2021-11-23,0,5756,2586601,0,46.57,30002,4462,532,123379,0.05,100370,75,53.7
2021-11-24,0,5756,2586601,0,46.57,30002,4426,506,123336,0.05,103316,75.03,53.7
2021-11-25,0,5756,2586601,0,46.57,30002,4510,516,123450,0.05,105512,75.04,53.7
2021-11-26,0,5756,2586601,0,46.57,30002,4499,513,121708,0.05,106602,75.07,53.7
2021-11-27,0,5756,2586601,0,46.57,30002,4250,510,120822,0.04,107800,75.08,53.69
2021-11-28,37215,5316.43,2623816,307,43.86,30309,3798,519,120947,0.04,108467,75.09,53.69
2021-11-29,0,5316.43,2623816,0,43.86,30309,4210,507,118703,0.04,108378,75.12,51.84
2021-11-30,0,5316.43,2623816,0,43.86,30309,4093,512,119348,0.04,108276,75.14,51.84
2021-12-01,0,5316.43,2623816,0,43.86,30309,4070,500,118297,0.04,108823,75.17,54.62
2021-12-02,0,5316.43,2623816,0,43.86,30309,3972,510,117292,0.04,110422,75.2,54.62
2021-12-03,0,5316.43,2623816,0,43.86,30309,3972,498,118039,0.04,112280,75.22,54.62
2021-12-04,0,5316.43,2623816,0,43.86,30309,3946,490,118765,0.04,114473,75.23,54.62
2021-12-05,34956,4993.71,2658772,305,43.57,30614,3453,471,119217,0.04,116409,75.24,54.62
2021-12-06,0,4993.71,2658772,0,43.57,30614,3774,463,121134,0.04,115012,75.26,54.61
2021-12-07,0,4993.71,2658772,0,43.57,30614,3773,445,121756,0.04,113650,75.28,54.61
2021-12-08,0,4993.71,2658772,0,43.57,30614,3744,435,123596,0.04,111308,75.3,54.61
2021-12-09,0,4993.71,2658772,0,43.57,30614,3715,427,124825,0.04,110074,75.33,54.61
2021-12-10,0,4993.71,2658772,0,43.57,30614,3710,403,126124,0.04,109894,75.35,54.61
2021-12-11,0,4993.71,2658772,0,43.57,30614,3643,404,126332,0.04,110168,75.36,54.61
2021-12-12,32867,4695.29,2691639,265,37.86,30879,3564,407,127754,0.04,111936,75.37,54.61
2021-12-13,0,4695.29,2691639,0,37.86,30879,3526,408,127705,0.04,116411,75.38,54.61
2021-12-14,0,4695.29,2691639,0,37.86,30879,3467,382,125873,0.04,121660,75.4,54.61
2021-12-15,0,4695.29,2691639,0,37.86,30879,3423,384,125999,0.03,127957,75.42,54.61
2021-12-16,0,4695.29,2691639,0,37.86,30879,3296,384,125936,0.03,132383,75.44,54.61
2021-12-17,0,4695.29,2691639,0,37.86,30879,3192,400,125177,0.03,137694,75.45,54.6
2021-12-18,0,4695.29,2691639,0,37.86,30879,3122,391,125470,0.03,137676,75.46,54.6
2021-12-19,27316,3902.29,2718955,213,30.43,31092,3056,389,123595,0.03,139324,75.47,54.6
2021-12-20,0,3902.29,2718955,0,30.43,31092,2921,379,121434,0.03,141644,75.48,54.6
2021-12-21,0,3902.29,2718955,0,30.43,31092,2818,353,121626,0.03,142470,75.5,51.82
2021-12-22,0,3902.29,2718955,0,30.43,31092,2635,338,119362,0.03,143480,75.51,51.82
2021-12-23,0,3902.29,2718955,0,30.43,31092,2713,330,118117,0.03,144195,75.53,51.82
2021-12-24,0,3902.29,2718955,0,30.43,31092,2692,339,116770,0.03,141217,75.54,51.82
2021-12-25,0,3902.29,2718955,0,30.43,31092,2656,324,115324,0.03,134399,75.54,51.82
2021-12-26,22224,3174.86,2741179,242,34.57,31334,2668,306,114519,0.03,132191,75.55,51.82
2021-12-27,0,3174.86,2741179,0,34.57,31334,2673,297,113820,0.03,129769,75.56,51.82
2021-12-28,0,3174.86,2741179,0,34.57,31334,2612,302,112566,0.03,127688,75.58,49.05
2021-12-29,0,3174.86,2741179,0,34.57,31334,2639,288,111810,0.03,128909,75.59,49.04
2021-12-30,0,3174.86,2741179,0,34.57,31334,2621,281,110667,0.03,132916,75.61,49.04
2021-12-31,0,3174.86,2741179,0,34.57,31334,2664,269,109591,0.03,138843,75.62,49.04
2022-01-01,0,3174.86,2741179,0,34.57,31334,2621,273,107918,0.03,141142,75.63,49.04
2022-01-02,23175,3310.71,2764354,198,28.29,31532,2588,284,108554,0.03,145577,75.63,49.04
2022-01-03,0,3310.71,2764354,0,28.29,31532,2524,265,110273,0.03,157163,75.64,40.09
2022-01-04,0,3310.71,2764354,0,28.29,31532,2572,252,111851,0.03,169865,75.66,40.09
2022-01-05,0,3310.71,2764354,0,28.29,31532,2512,257,112224,0.03,178475,75.67,40.09
2022-01-06,0,3310.71,2764354,0,28.29,31532,2577,253,112690,0.03,185289,75.68,40.08
2022-01-07,0,3310.71,2764354,0,28.29,31532,2502,254,114655,0.03,190394,75.69,40.08
2022-01-08,0,3310.71,2764354,0,28.29,31532,2547,253,117734,0.03,202670,75.7,40.08
2022-01-09,21865,3123.57,2786219,146,20.86,31678,2550,249,119314,0.03,204959,75.7,40.08
2022-01-10,0,3123.57,2786219,0,20.86,31678,2474,253,118196,0.03,206952,75.71,40.07
2022-01-11,0,3123.57,2786219,0,20.86,31678,2420,229,115263,0.03,208628,75.72,40.07
2022-01-12,0,3123.57,2786219,0,20.86,31678,2522,215,113674,0.03,210112,75.73,40.07
2022-01-13,0,3123.57,2786219,0,20.86,31678,2460,198,109561,0.03,212144,75.74,40.07
2022-01-14,0,3123.57,2786219,0,20.86,31678,2365,204,111655,0.03,214707,75.75,40.06
2022-01-15,0,3123.57,2786219,0,20.86,31678,2351,193,110888,0.03,220733,75.75,40.06
2022-01-16,22128,3161.14,2808347,115,16.43,31793,2288,187,108873,0.03,226034,75.76,40.06
2022-01-17,0,3161.14,2808347,0,16.43,31793,2079,184,108787,0.03,228855,75.77,40.06
2022-01-18,0,3161.14,2808347,0,16.43,31793,1884,183,106627,0.03,210988,75.77,40.06
2022-01-19,0,3161.14,2808347,0,16.43,31793,1792,162,108016,0.03,212788,75.79,40.06
2022-01-20,0,3161.14,2808347,0,16.43,31793,1772,160,114626,0.03,210067,75.8,40.05
2022-01-21,0,3161.14,2808347,0,16.43,31793,1991,149,111983,0.03,204664,75.8,40.05
2022-01-22,0,3161.14,2808347,0,16.43,31793,1977,141,113020,0.03,203289,75.81,40.05
2022-01-23,24598,3514,2832945,99,14.14,31892,1976,143,114262,0.03,201037,75.81,40.05
2022-01-24,0,3514,2832945,0,14.14,31892,1940,146,115219,0.03,195319,75.82,40.05
2022-01-25,0,3514,2832945,0,14.14,31892,1898,131,117860,0.03,207484,75.83,40.04
2022-01-26,0,3514,2832945,0,14.14,31892,1922,129,119904,0.03,198831,75.84,40.04
2022-01-27,0,3514,2832945,0,14.14,31892,2002,124,118670,0.04,192582,75.84,40.04
2022-01-28,0,3514,2832945,0,14.14,31892,1844,127,119296,0.04,189882,75.85,40.04
2022-01-29,0,3514,2832945,0,14.14,31892,2036,119,118829,0.04,181275,75.86,40.04
2022-01-30,33039,4719.86,2865984,73,10.43,31965,2070,120,117552,0.04,173944,75.86,40.04
2022-01-31,0,4719.86,2865984,0,10.43,31965,2064,114,111279,0.04,158345,75.86,40.03
2022-02-01,0,4719.86,2865984,0,10.43,31965,2189,113,104678,0.05,131284,75.86,40.03
2022-02-02,0,4719.86,2865984,0,10.43,31965,2294,112,96070,0.06,105192,75.87,40.03
2022-02-03,0,4719.86,2865984,0,10.43,31965,2378,114,98134,0.05,90060,75.87,40.03
2022-02-04,0,4719.86,2865984,0,10.43,31965,2594,114,102080,0.05,77113,75.88,40.03
2022-02-05,0,4719.86,2865984,0,10.43,31965,2777,123,108220,0.06,73515,75.88,40.03
2022-02-06,48236,6890.86,2914220,69,9.86,32034,2948,137,117233,0.06,71797,75.88,40.03
2022-02-07,0,6890.86,2914220,0,9.86,32034,3100,135,137939,0.06,75359,75.89,40.02
2022-02-08,0,6890.86,2914220,0,9.86,32034,3430,138,159189,0.06,93754,75.9,40.02
2022-02-09,0,6890.86,2914220,0,9.86,32034,3802,147,184126,0.06,113815,75.9,40.02
2022-02-10,0,6890.86,2914220,0,9.86,32034,4057,158,198755,0.06,124505,75.91,40.02
2022-02-11,0,6890.86,2914220,0,9.86,32034,4375,156,209676,0.07,134865,75.92,40.02
2022-02-12,0,6890.86,2914220,0,9.86,32034,4675,176,218456,0.08,145209,75.92,40.02
2022-02-13,126015,18002.14,3040235,91,13,32125,5010,187,225537,0.08,152420,75.92,40.02
2022-02-14,0,18002.14,3040235,0,13,32125,5085,199,229708,0.09,156674,75.93,40.02
2022-02-15,0,18002.14,3040235,0,13,32125,5290,194,237366,0.09,156745,75.93,40.01
2022-02-16,0,18002.14,3040235,0,13,32125,5477,204,241270,0.09,156378,75.94,40.01
2022-02-17,0,18002.14,3040235,0,13,32125,5779,216,246021,0.09,156251,75.94,40.01
2022-02-18,0,18002.14,3040235,0,13,32125,5995,235,251891,0.1,155954,75.95,40.01
2022-02-19,0,18002.14,3040235,0,13,32125,5870,238,255487,0.1,156925,75.95,40.01
2022-02-20,181445,25920.71,3221680,222,31.71,32347,6187,247,258568,0.1,158269,75.95,40.01
2022-02-21,0,25920.71,3221680,0,31.71,32347,6417,272,260982,0.1,156522,75.96,40.01
2022-02-22,0,25920.71,3221680,0,31.71,32347,6192,286,257877,0.11,155650,75.96,40.01
2022-02-23,0,25920.71,3221680,0,31.71,32347,6346,305,253052,0.11,152673,75.96,40.01
2022-02-24,0,25920.71,3221680,0,31.71,32347,6586,327,244861,0.12,147441,75.96,40.01
2022-02-25,0,25920.71,3221680,0,31.71,32347,6524,332,236382,0.12,143554,75.97,40.01
2022-02-26,0,25920.71,3221680,0,31.71,32347,6645,348,228013,0.13,138895,75.97,40.01
2022-02-27,197956,28279.43,3419636,327,46.71,32674,6621,353,219337,0.13,135024,75.97,40
2022-02-28,0,28279.43,3419636,0,46.71,32674,6615,361,209673,0.13,131925,75.98,40
2022-03-01,0,28279.43,3419636,0,46.71,32674,6308,374,203985,0.14,125104,75.98,40
2022-03-02,0,28279.43,3419636,0,46.71,32674,6951,360,199370,0.14,118433,75.99,40
2022-03-03,0,28279.43,3419636,0,46.71,32674,7044,355,196370,0.14,112474,75.99,40
2022-03-04,0,28279.43,3419636,0,46.71,32674,7130,348,193418,0.14,105087,76,40
2022-03-05,0,28279.43,3419636,0,46.71,32674,7391,372,191419,0.15,97756,76,40
2022-03-06,202971,28995.86,3622607,554,79.14,33228,7416,380,184157,0.16,91329,76,39.99
2022-03-07,0,28995.86,3622607,0,79.14,33228,7463,368,189407,0.16,83641,76.01,39.99
2022-03-08,0,28995.86,3622607,0,79.14,33228,7332,373,195202,0.16,78828,76.01,39.99
2022-03-09,0,28995.86,3622607,0,79.14,33228,7460,388,200648,0.15,73631,76.02,39.99
2022-03-10,0,28995.86,3622607,0,79.14,33228,7593,389,204992,0.15,68932,76.03,39.99
2022-03-11,0,28995.86,3622607,0,79.14,33228,7630,380,208630,0.15,65457,76.03,39.99
2022-03-12,0,28995.86,3622607,0,79.14,33228,7545,367,211184,0.14,62333,76.04,39.99
2022-03-13,200964,28709.14,3823571,579,82.71,33807,7508,384,220781,0.13,60544,76.04,39.98
2022-03-14,0,28709.14,3823571,0,82.71,33807,7205,388,216845,0.13,58804,76.05,39.98
2022-03-15,0,28709.14,3823571,0,82.71,33807,7063,376,210156,0.13,57110,76.05,39.98
2022-03-16,0,28709.14,3823571,0,82.71,33807,6788,374,200610,0.13,55014,76.06,39.98
2022-03-17,0,28709.14,3823571,0,82.71,33807,6720,373,194143,0.14,52360,76.07,39.98
2022-03-18,0,28709.14,3823571,0,82.71,33807,6465,383,188277,0.13,49859,76.07,39.97
2022-03-19,0,28709.14,3823571,0,82.71,33807,6159,390,183516,0.13,48045,76.08,39.97
2022-03-20,169553,24221.86,3993124,593,84.71,34400,6135,370,178858,0.14,45574,76.08,39.97
2022-03-21,0,24221.86,3993124,0,84.71,34400,5929,358,173011,0.14,42111,76.09,39.97
2022-03-22,0,24221.86,3993124,0,84.71,34400,5658,343,167878,0.14,38007,76.09,39.97
2022-03-23,0,24221.86,3993124,0,84.71,34400,5128,332,163506,0.14,35029,76.1,39.97
2022-03-24,0,24221.86,3993124,0,84.71,34400,5152,321,158630,0.14,32491,76.1,39.97
2022-03-25,0,24221.86,3993124,0,84.71,34400,4850,291,153779,0.14,31328,76.11,39.97
2022-03-26,0,24221.86,3993124,0,84.71,34400,4587,302,149252,0.14,30892,76.11,39.96
2022-03-27,145743,20820.43,4138867,388,55.43,34788,4363,299,144627,0.14,30341,76.11,39.96
2022-03-28,0,20820.43,4138867,0,55.43,34788,4175,288,139199,0.14,32373,76.12,39.96
2022-03-29,0,20820.43,4138867,0,55.43,34788,3968,282,132513,0.15,35209,76.12,39.96
2022-03-30,0,20820.43,4138867,0,55.43,34788,3841,275,127144,0.14,38806,76.13,39.96
2022-03-31,0,20820.43,4138867,0,55.43,34788,3713,267,121736,0.14,43055,76.14,39.96
2022-04-01,0,20820.43,4138867,0,55.43,34788,3387,259,117879,0.14,43400,76.14,31.22
2022-04-02,0,20820.43,4138867,0,55.43,34788,3207,261,114888,0.14,42621,76.16,31.22
2022-04-03,107600,15371.43,4246467,311,44.43,35099,2964,256,109701,0.14,41604,76.19,31.22
2022-04-04,0,15371.43,4246467,0,44.43,35099,2930,236,105387,0.14,38788,76.22,31.22
2022-04-05,0,15371.43,4246467,0,44.43,35099,2716,234,101916,0.14,35189,76.25,31.22
2022-04-06,0,15371.43,4246467,0,44.43,35099,2578,221,98470,0.14,31423,76.29,31.22
2022-04-07,0,15371.43,4246467,0,44.43,35099,2501,197,96087,0.13,27411,76.33,31.22
2022-04-08,0,15371.43,4246467,0,44.43,35099,2340,206,93516,0.13,27563,76.4,31.21
2022-04-09,0,15371.43,4246467,0,44.43,35099,2270,195,90881,0.13,30024,76.49,31.21
2022-04-10,79351,11335.86,4325818,193,27.57,35292,2108,174,89366,0.13,33329,76.58,31.21
2022-04-11,0,11335.86,4325818,0,27.57,35292,2078,174,85355,0.13,36927,76.68,31.21
2022-04-12,0,11335.86,4325818,0,27.57,35292,1952,153,81816,0.13,40306,76.78,31.2
2022-04-13,0,11335.86,4325818,0,27.57,35292,1860,161,79124,0.13,43570,76.89,31.2
2022-04-14,0,11335.86,4325818,0,27.57,35292,1748,154,75997,0.13,47895,77.02,31.2
2022-04-15,0,11335.86,4325818,0,27.57,35292,1654,152,74378,0.13,51062,77.14,31.19
2022-04-16,0,11335.86,4325818,0,27.57,35292,1602,134,72518,0.13,56691,77.33,31.19
2022-04-17,63207,9029.57,4389025,129,18.43,35421,1491,126,70247,0.13,59889,77.47,31.18
2022-04-18,0,9029.57,4389025,0,18.43,35421,1424,110,68303,0.13,61368,77.6,31.18
2022-04-19,0,9029.57,4389025,0,18.43,35421,1318,97,65125,0.13,61661,77.71,31.18
2022-04-20,0,9029.57,4389025,0,18.43,35421,1289,97,64240,0.13,63748,77.85,31.17
2022-04-21,0,9029.57,4389025,0,18.43,35421,1072,92,63814,0.12,64329,77.98,31.17
2022-04-22,0,9029.57,4389025,0,18.43,35421,1111,91,61303,0.11,65718,78.12,31.17
2022-04-23,0,9029.57,4389025,0,18.43,35421,1110,89,60587,0.11,65161,78.29,31.16
2022-04-24,42048,6006.86,4431073,78,11.14,35499,1053,98,59808,0.1,64206,78.41,31.16
2022-04-25,0,6006.86,4431073,0,11.14,35499,944,98,57864,0.09,61739,78.49,31.16
2022-04-26,0,6006.86,4431073,0,11.14,35499,908,101,57837,0.09,59859,78.57,31.15
2022-04-27,0,6006.86,4431073,0,11.14,35499,881,98,55577,0.08,56012,78.64,31.15
2022-04-28,0,6006.86,4431073,0,11.14,35499,823,84,53744,0.08,51666,78.7,31.15
2022-04-29,0,6006.86,4431073,0,11.14,35499,750,78,52394,0.07,47800,78.78,31.15
2022-04-30,0,6006.86,4431073,0,11.14,35499,664,69,50523,0.06,41800,78.87,31.15
2022-05-01,18434,2633.43,4449507,51,7.29,35550,602,69,47514,0.06,35613,78.9,21.88
2022-05-02,0,2633.43,4449507,0,7.29,35550,499,66,39152,0.06,30011,78.9,21.88
2022-05-03,0,2633.43,4449507,0,7.29,35550,490,69,33878,0.06,24947,78.91,21.88
2022-05-04,0,2633.43,4449507,0,7.29,35550,483,74,29119,0.06,19902,78.91,21.88
2022-05-05,0,2633.43,4449507,0,7.29,35550,499,66,30733,0.05,16745,78.93,21.88
2022-05-06,0,2633.43,4449507,0,7.29,35550,516,76,30700,0.04,13805,78.98,21.88
2022-05-07,0,2633.43,4449507,0,7.29,35550,557,86,31662,0.04,12021,79.03,21.88
2022-05-08,9382,1340.29,4458889,33,4.71,35583,533,88,35032,0.04,14509,79.09,21.88
2022-05-09,0,1340.29,4458889,0,4.71,35583,554,69,43775,0.03,18638,79.15,21.88
2022-05-10,0,1340.29,4458889,0,4.71,35583,636,67,49904,0.03,23140,79.2,21.88
2022-05-11,0,1340.29,4458889,0,4.71,35583,692,59,55656,0.04,27848,79.25,21.87
2022-05-12,0,1340.29,4458889,0,4.71,35583,688,51,54500,0.04,32188,79.3,21.87
2022-05-13,0,1340.29,4458889,0,4.71,35583,674,42,54998,0.05,37260,79.39,21.87
2022-05-14,0,1340.29,4458889,0,4.71,35583,638,47,54191,0.05,40589,79.47,21.87
2022-05-15,19223,2746.14,4478112,32,4.57,35615,579,45,51908,0.05,39958,79.51,14.46
2022-05-16,0,2746.14,4478112,0,4.57,35615,581,40,46888,0.06,37094,79.53,14.46
2022-05-17,0,2746.14,4478112,0,4.57,35615,571,36,46131,0.05,34941,79.56,14.46
2022-05-18,0,2746.14,4478112,0,4.57,35615,522,38,44555,0.05,32029,79.58,14.46
2022-05-19,0,2746.14,4478112,0,4.57,35615,507,35,43358,0.05,28466,79.6,14.46
2022-05-20,0,2746.14,4478112,0,4.57,35615,516,36,42817,0.05,23933,79.65,14.46
2022-05-21,0,2746.14,4478112,0,4.57,35615,490,39,42418,0.05,20557,79.69,14.45
2022-05-22,13208,1886.86,4491320,28,4,35643,504,40,43007,0.04,19260,79.71,14.45
2022-05-23,0,1886.86,4491320,0,4,35643,483,39,45450,0.04,19308,79.73,14.45
2022-05-24,0,1886.86,4491320,0,4,35643,481,32,43775,0.04,18620,79.75,14.45
2022-05-25,0,1886.86,4491320,0,4,35643,483,31,43054,0.05,18310,79.76,14.45
2022-05-26,0,1886.86,4491320,0,4,35643,456,27,42343,0.05,18161,79.78,14.45
2022-05-27,0,1886.86,4491320,0,4,35643,501,30,41551,0.05,17871,79.81,14.45
2022-05-28,0,1886.86,4491320,0,4,35643,384,34,40963,0.05,17314,79.84,14.45
2022-05-29,12414,1773.43,4503734,22,3.14,35665,378,34,40134,0.04,17090,79.86,14.45
2022-05-30,0,1773.43,4503734,0,3.14,35665,385,32,38897,0.04,17373,79.88,14.45
2022-05-31,0,1773.43,4503734,0,3.14,35665,377,28,38165,0.04,17785,79.89,14.45
2022-06-01,0,1773.43,4503734,0,3.14,35665,371,26,37633,0.04,16758,79.9,14.45
2022-06-02,0,1773.43,4503734,0,3.14,35665,362,29,36644,0.04,15285,79.91,14.45
2022-06-03,0,1773.43,4503734,0,3.14,35665,384,27,36057,0.04,13479,79.93,14.45
2022-06-04,0,1773.43,4503734,0,3.14,35665,374,27,35547,0.04,11717,79.95,14.45
2022-06-05,11255,1607.86,4514989,25,3.57,35690,364,26,34957,0.05,10274,79.96,14.45
2022-06-06,0,1607.86,4514989,0,3.57,35690,351,22,31402,0.05,8608,79.96,14.45
2022-06-07,0,1607.86,4514989,0,3.57,35690,371,25,32593,0.05,7261,79.97,14.45
2022-06-08,0,1607.86,4514989,0,3.57,35690,366,26,32511,0.05,7376,79.99,14.45
2022-06-09,0,1607.86,4514989,0,3.57,35690,392,25,33524,0.05,7699,80,14.45
2022-06-10,0,1607.86,4514989,0,3.57,35690,402,24,33971,0.05,8083,80.03,14.44
2022-06-11,0,1607.86,4514989,0,3.57,35690,441,24,34383,0.05,8632,80.06,14.44
